index,1,2,3,id,group,cluster,colour
69,1.0005,-0.1315,0.003,2HVC_Aa_4_-100,na,5.0,C5
70,1.0004,0.0428,-0.081,2OZ7_Aa_2_00-1,na,16.0,C16
71,1.0013,0.052,0.0786,2OZ7_Aa_3_100,na,2.0,C2
72,1.0007,-0.1268,0.0034,2OZ7_Aa_4_-100,na,5.0,C5
73,0.9987,0.0504,-0.101,2PIO_Aa_2_100,na,1.0,C1
74,1.001,0.0539,0.0816,2PIO_Aa_3_200,na,2.0,C2
75,1.0008,-0.131,0.0026,2PIO_Aa_4_-100,na,5.0,C5
76,0.9987,0.0504,-0.101,2PIP_Ll_2_010,na,1.0,C1
77,1.001,0.0572,0.0844,2PIP_Ll_3_100,na,2.0,C2
78,1.0008,-0.131,0.0026,2PIP_Ll_4_010,na,5.0,C5
79,0.9996,0.0455,-0.0925,2PIQ_Aa_2_-10-1,na,16.0,C16
80,1.0012,0.0527,0.083,2PIQ_Aa_3_-1-10,na,2.0,C2
81,1.0005,-0.1347,0.0096,2PIQ_Aa_4_-1-10,na,5.0,C5
82,0.9987,0.0502,-0.1068,2PIR_Aa_2_010,na,1.0,C1
83,1.001,0.0572,0.0844,2PIR_Aa_3_100,na,2.0,C2
84,1.0,-0.1589,0.0029,2PIR_Aa_4_010,na,11.0,C11
85,0.9988,0.0499,-0.1045,2PIT_Aa_2_00-1,na,1.0,C1
86,1.001,0.0572,0.0844,2PIT_Aa_3_100,na,2.0,C2
87,1.0008,-0.131,0.0026,2PIT_Aa_4_-100,na,5.0,C5
88,1.0005,0.0423,-0.0812,2PIU_Aa_2_00-1,na,16.0,C16
89,1.0008,0.0526,0.0831,2PIU_Aa_3_100,na,2.0,C2
90,1.0006,-0.1297,0.0111,2PIU_Aa_4_-100,na,5.0,C5
91,0.9999,0.0444,-0.0874,2PIV_Aa_2_00-1,na,16.0,C16
92,1.001,0.0539,0.0816,2PIV_Aa_3_100,na,2.0,C2
93,1.0016,-0.1007,0.0099,2PIV_Aa_4_-100,na,0.0,C0
94,1.0001,0.0441,-0.0867,2PIW_Aa_2_00-1,na,16.0,C16
95,1.001,0.0572,0.0844,2PIW_Aa_3_100,na,2.0,C2
96,1.0016,-0.0963,0.0109,2PIW_Aa_4_-100,na,0.0,C0
97,0.9989,0.0496,-0.0927,2PIX_Aa_2_00-1,na,16.0,C16
98,1.0013,0.0554,0.0841,2PIX_Aa_3_100,na,2.0,C2
99,0.9998,-0.1665,0.001,2PIX_Aa_4_-100,na,11.0,C11
100,0.9997,0.0452,-0.09,2PKL_Aa_2_00-1,na,16.0,C16
101,1.001,0.0539,0.0816,2PKL_Aa_3_100,na,2.0,C2
102,1.0016,-0.1007,0.0099,2PKL_Aa_4_000,na,0.0,C0
103,0.9992,0.0484,-0.0944,2PNU_Aa_2_00-1,na,16.0,C16
104,1.0011,0.0565,0.0826,2PNU_Aa_3_100,na,2.0,C2
105,1.0008,-0.131,0.0026,2PNU_Aa_4_-100,na,5.0,C5
106,0.999,0.0493,-0.0891,2Q7I_Aa_2_00-1,na,16.0,C16
107,1.0013,0.0554,0.0841,2Q7I_Aa_3_100,na,2.0,C2
108,0.9988,0.0499,-0.1045,2Q7J_Aa_2_00-1,na,1.0,C1
109,1.0049,0.0256,0.0237,2Q7J_Aa_3_0-10,na,4.0,C4
110,0.9989,-0.1752,-0.002,2Q7J_Aa_4_-100,na,11.0,C11
111,0.999,0.0493,-0.0891,2Q7K_Aa_2_00-1,na,16.0,C16
112,1.0009,0.0546,0.0833,2Q7K_Aa_3_100,na,2.0,C2
113,1.0,-0.1589,0.0029,2Q7K_Aa_4_000,na,11.0,C11
114,0.9988,0.0494,-0.1081,2Q7L_Aa_2_00-1,na,1.0,C1
115,1.0049,0.0256,0.0237,2Q7L_Aa_3_0-10,na,4.0,C4
116,0.9987,-0.1806,-0.0092,2Q7L_Aa_4_-100,na,11.0,C11
117,0.9984,0.0227,-0.0514,2QNV_Aa_2_00-1,na,8.0,C8
118,0.9984,0.0227,-0.0514,2QNV_Aa_3_-100,na,8.0,C8
119,1.0049,0.0256,0.0237,2QNV_Aa_4_-100,na,4.0,C4
120,0.9648,0.4624,0.0102,2QNV_Aa_7_001,na,13.0,C13
121,0.9838,0.0097,-0.0139,2QNV_Aa_8_000,na,4.0,C4
122,1.001,0.0409,-0.0701,2YHD_Aa_2_00-1,na,16.0,C16
123,1.0049,0.0256,0.0237,2YHD_Aa_3_0-10,na,4.0,C4
124,0.9997,0.0452,-0.09,2YLO_Aa_2_-10-1,na,16.0,C16
125,1.0013,0.052,0.0786,2YLO_Aa_3_-1-1-1,na,2.0,C2
126,0.9999,0.0444,-0.0874,2YLP_Aa_2_00-1,na,16.0,C16
127,1.0012,0.0527,0.083,2YLP_Aa_3_1-1-1,na,2.0,C2
128,0.9999,0.0444,-0.0874,2YLQ_Aa_2_00-1,na,16.0,C16
129,1.0049,0.0256,0.0237,2YLQ_Aa_3_00-1,na,4.0,C4
130,0.9995,0.0461,-0.0927,2Z4J_Aa_2_-11-1,na,16.0,C16
131,1.0013,0.0554,0.0841,2Z4J_Aa_3_-1-10,na,2.0,C2
132,1.0018,-0.0921,0.0085,2Z4J_Aa_4_-100,na,0.0,C0
133,0.9989,0.0491,-0.1055,3B5R_Aa_2_00-1,na,1.0,C1
134,1.001,0.0572,0.0844,3B5R_Aa_3_100,na,2.0,C2
135,0.9988,-0.1781,-0.007,3B5R_Aa_4_-100,na,11.0,C11
136,0.999,0.0487,-0.103,3B65_Aa_2_00-1,na,1.0,C1
137,1.001,0.0572,0.0844,3B65_Aa_3_100,na,2.0,C2
138,0.9994,-0.1556,-0.0076,3B65_Aa_4_-100,na,11.0,C11
139,0.9989,0.0491,-0.1055,3B66_Aa_2_00-1,na,1.0,C1
140,1.001,0.0572,0.0844,3B66_Aa_3_100,na,2.0,C2
141,0.9988,-0.1781,-0.007,3B66_Aa_4_-100,na,11.0,C11
142,0.9988,0.0494,-0.1081,3B67_Aa_2_00-1,na,1.0,C1
143,1.0011,0.0565,0.0826,3B67_Aa_3_100,na,2.0,C2
144,1.0002,-0.138,-0.0053,3B67_Aa_4_-100,na,5.0,C5
145,0.9986,0.0491,-0.1077,3B68_Aa_2_00-1,na,1.0,C1
146,1.001,0.0572,0.0844,3B68_Aa_3_100,na,2.0,C2
147,0.9988,-0.1781,-0.007,3B68_Aa_4_-100,na,11.0,C11
148,1.0001,0.018,-0.0609,3FEJ_Aa_2_010,na,8.0,C8
149,1.0049,0.0256,0.0237,3FEJ_Aa_3_0-10,na,4.0,C4
150,0.9893,-0.178,-0.0995,3FEJ_Aa_4_001,na,18.0,C18
151,1.0001,0.018,-0.0609,3G9E_Aa_2_010,na,8.0,C8
152,1.0049,0.0256,0.0237,3G9E_Aa_3_0-10,na,4.0,C4
153,0.9893,-0.178,-0.0995,3G9E_Aa_4_001,na,18.0,C18
154,1.0049,0.0256,0.0237,3IMY_Aa_2_110,na,4.0,C4
155,1.0049,0.0256,0.0237,3IMY_Aa_3_01-1,na,4.0,C4
156,1.0049,0.0256,0.0237,3IMY_Aa_5_110,na,4.0,C4
157,1.0049,0.0256,0.0237,3IMY_Aa_6_000,na,4.0,C4
158,0.9499,0.2545,0.0057,3IPQ_Aa_5_100,na,9.0,C9
159,0.9539,-0.0162,0.0611,3IPQ_Aa_7_000,na,19.0,C19
160,0.985,-0.0258,0.0956,3IPQ_Aa_16_00-1,na,14.0,C14
161,0.9546,-0.0117,0.053,3IPS_Ab_1_000,na,19.0,C19
162,0.9451,0.4818,0.0092,3IPS_Ab_2_-1-10,na,13.0,C13
163,0.9833,0.0222,0.0174,3IPS_Ab_3_000,na,4.0,C4
164,0.9961,0.029,0.0295,3IPS_Aa_8_001,na,4.0,C4
165,0.9792,-0.0789,0.2635,3IPS_Bb_8_001,na,15.0,C15
166,0.9491,-0.0447,0.0742,3IPU_Ab_1_000,na,19.0,C19
167,0.9499,0.2545,0.0057,3IPU_Ab_2_-1-10,na,9.0,C9
168,0.9895,0.0219,0.0097,3IPU_Ab_3_000,na,4.0,C4
169,0.9977,0.0341,0.0296,3IPU_Aa_8_001,na,4.0,C4
170,1.0049,0.0256,0.0237,3IPU_Bb_8_001,na,4.0,C4
171,0.9688,-0.0999,-0.3424,3L0E_Aa_4_0-10,na,10.0,C10
172,0.9812,0.0164,-0.0012,3L0E_Aa_5_000,na,4.0,C4
173,0.9534,-0.0181,0.0213,3L0E_Aa_8_000,na,19.0,C19
174,0.9999,0.0444,-0.0874,3L3X_Aa_2_010,na,16.0,C16
175,1.0012,0.0527,0.083,3L3X_Aa_3_0-10,na,2.0,C2
176,1.0001,0.0439,-0.0844,3L3Z_Aa_2_010,na,16.0,C16
177,1.0013,0.0554,0.0841,3L3Z_Aa_3_0-10,na,2.0,C2
178,0.9989,0.0491,-0.1055,3RLJ_Aa_2_00-1,na,1.0,C1
179,1.001,0.0572,0.0844,3RLJ_Aa_3_100,na,2.0,C2
180,0.9994,-0.1556,-0.0076,3RLJ_Aa_4_-100,na,11.0,C11
181,0.9986,0.0504,-0.1069,3RLL_Aa_2_00-1,na,1.0,C1
182,1.001,0.0572,0.0844,3RLL_Aa_3_100,na,2.0,C2
183,1.0003,-0.1323,-0.0045,3RLL_Aa_4_-100,na,5.0,C5
184,0.9556,-0.0562,0.2521,3S9S_Aa_3_-10-1,na,15.0,C15
185,1.0026,-0.0315,0.0232,3S9S_Aa_5_-1-10,na,12.0,C12
186,1.0049,0.0256,0.0237,3S9S_Aa_6_-100,na,4.0,C4
187,0.9957,-0.0808,0.0272,3UP3_Aa_2_001,na,0.0,C0
188,0.9985,0.0082,-0.0543,3V3E_Bb_3_0-10,na,8.0,C8
189,0.9982,0.0106,-0.0593,3V3Q_Bb_3_0-10,na,8.0,C8
190,0.9984,0.0502,-0.1093,3V49_Aa_2_00-1,na,1.0,C1
191,1.0012,0.0558,0.0831,3V49_Aa_3_100,na,2.0,C2
192,0.9998,-0.1533,0.0009,3V49_Aa_4_-100,na,5.0,C5
193,0.9982,0.0507,-0.1115,3V4A_Aa_2_00-1,na,1.0,C1
194,1.0013,0.0552,0.081,3V4A_Aa_3_100,na,2.0,C2
195,0.9998,-0.1533,0.0009,3V4A_Aa_4_-100,na,5.0,C5
196,0.996,-0.009,0.0233,3V9Y_Aa_2_102,na,12.0,C12
197,1.0049,0.0256,0.0237,4B7W_Bd_1_000,na,4.0,C4
198,0.9771,-0.0632,-0.0851,4B7W_Bb_2_000,na,17.0,C17
199,1.0049,0.0256,0.0237,4B7W_Bd_2_000,na,4.0,C4
200,0.9776,-0.0535,-0.0736,4B7W_Dd_2_000,na,17.0,C17
201,0.9576,0.0159,0.5395,4DK7_Aa_8_110,na,7.0,C7
202,0.996,-0.009,0.0233,4F9M_Aa_2_102,na,12.0,C12
203,0.9998,0.0449,-0.0832,4HLW_Aa_2_00-1,na,16.0,C16
204,1.0011,0.0565,0.0826,4HLW_Aa_3_100,na,2.0,C2
205,0.9988,0.0499,-0.1045,4K7A_Aa_2_-10-1,na,1.0,C1
206,1.0013,0.0546,0.0822,4K7A_Aa_3_-1-1-1,na,2.0,C2
207,0.9992,-0.173,0.0014,4K7A_Aa_4_-100,na,11.0,C11
208,0.9989,0.0499,-0.0081,4NIE_Aa_4_-1-10,na,4.0,C4
209,0.9987,0.0504,-0.101,4OEA_Aa_2_-10-1,na,1.0,C1
210,1.0013,0.0554,0.0841,4OEA_Aa_3_-1-1-1,na,2.0,C2
211,1.0008,-0.131,0.0026,4OEA_Aa_4_000,na,5.0,C5
212,0.9988,0.0494,-0.1081,4OED_Aa_2_-10-1,na,1.0,C1
213,1.0011,0.0558,0.0809,4OED_Aa_3_-1-1-1,na,2.0,C2
214,0.9993,-0.1616,-0.0078,4OED_Aa_4_-100,na,11.0,C11
215,0.9988,0.0494,-0.1081,4OEY_Aa_2_00-1,na,1.0,C1
216,1.0011,0.0565,0.0826,4OEY_Aa_3_100,na,2.0,C2
217,0.9996,-0.1492,-0.0067,4OEY_Aa_4_-100,na,5.0,C5
218,0.9988,0.0494,-0.1081,4OEZ_Aa_2_00-1,na,1.0,C1
219,1.0013,0.0554,0.0841,4OEZ_Aa_3_100,na,2.0,C2
220,0.999,-0.181,0.0013,4OEZ_Aa_4_-100,na,11.0,C11
221,0.9988,0.0501,-0.0936,4OFR_Aa_2_00-1,na,16.0,C16
222,1.001,0.0572,0.0844,4OFR_Aa_3_100,na,2.0,C2
223,0.9987,0.0504,-0.101,4OFU_Aa_2_-10-1,na,1.0,C1
224,1.0013,0.0554,0.0841,4OFU_Aa_3_-1-1-1,na,2.0,C2
225,0.9987,0.0504,-0.101,4OGH_Aa_2_00-1,na,1.0,C1
226,1.0011,0.0558,0.0809,4OGH_Aa_3_100,na,2.0,C2
227,1.0007,-0.1326,-0.0044,4OGH_Aa_4_-100,na,5.0,C5
228,0.9988,0.0499,-0.1045,4OH5_Aa_2_00-1,na,1.0,C1
229,1.001,0.0572,0.0844,4OH5_Aa_3_100,na,2.0,C2
230,0.9992,-0.173,0.0014,4OH5_Aa_4_-100,na,11.0,C11
231,0.9991,0.0489,-0.0928,4OH6_Aa_2_00-1,na,16.0,C16
232,1.0009,0.0546,0.0833,4OH6_Aa_3_100,na,2.0,C2
233,1.0001,-0.1518,0.003,4OH6_Aa_4_-100,na,5.0,C5
234,0.9988,0.0497,-0.1105,4OHA_Aa_2_-10-1,na,1.0,C1
235,1.0012,0.0527,0.083,4OHA_Aa_3_0-10,na,2.0,C2
236,0.9988,-0.1781,-0.007,4OHA_Aa_4_-1-11,na,11.0,C11
237,0.9988,0.0499,-0.1045,4OIL_Aa_2_-10-1,na,1.0,C1
238,1.0011,0.0533,0.08,4OIL_Aa_3_-1-1-1,na,2.0,C2
239,1.0008,-0.1277,-0.0048,4OIL_Aa_4_-100,na,5.0,C5
240,0.9988,0.0494,-0.1081,4OIU_Aa_2_-10-1,na,1.0,C1
241,1.0011,0.0576,0.0844,4OIU_Aa_3_-1-1-1,na,2.0,C2
242,1.0001,-0.1404,-0.0051,4OIU_Aa_4_-100,na,5.0,C5
243,0.9988,0.0494,-0.1081,4OJ9_Aa_2_00-1,na,1.0,C1
244,1.0011,0.0533,0.08,4OJ9_Aa_3_100,na,2.0,C2
245,0.9996,-0.1492,-0.0067,4OJ9_Aa_4_-100,na,5.0,C5
246,0.9991,0.0489,-0.0928,4OJB_Aa_2_00-1,na,16.0,C16
247,1.0013,0.0554,0.0841,4OJB_Aa_3_100,na,2.0,C2
248,1.0,-0.1589,0.0029,4OJB_Aa_4_-100,na,11.0,C11
249,0.9981,0.0528,-0.1111,4OK1_Aa_2_00-1,na,1.0,C1
250,1.0011,0.0565,0.0826,4OK1_Aa_3_100,na,2.0,C2
251,1.0001,-0.1404,-0.0051,4OK1_Aa_4_-100,na,5.0,C5
252,0.9996,0.0467,-0.0916,4OKB_Aa_2_00-1,na,16.0,C16
253,1.0013,0.0554,0.0841,4OKB_Aa_3_100,na,2.0,C2
254,0.9989,-0.174,-0.0007,4OKB_Aa_4_-100,na,11.0,C11
255,0.9984,0.0495,-0.1098,4OKT_Aa_2_00-1,na,1.0,C1
256,1.0049,0.0256,0.0237,4OKT_Aa_3_0-10,na,4.0,C4
257,0.999,-0.171,-0.0062,4OKT_Aa_4_-100,na,11.0,C11
258,0.9988,0.0494,-0.1081,4OKW_Aa_2_00-1,na,1.0,C1
259,1.0013,0.0554,0.0841,4OKW_Aa_3_0-10,na,2.0,C2
260,0.999,-0.181,0.0013,4OKW_Aa_4_-1-10,na,11.0,C11
261,1.0001,0.0445,-0.0847,4OKX_Aa_2_00-1,na,16.0,C16
262,1.0013,0.0554,0.0841,4OKX_Aa_3_100,na,2.0,C2
263,1.0,-0.1589,0.0029,4OKX_Aa_4_-100,na,11.0,C11
264,0.9981,0.0521,-0.1005,4OLM_Aa_2_00-1,na,1.0,C1
265,1.001,0.0572,0.0844,4OLM_Aa_3_0-10,na,2.0,C2
266,0.9994,-0.142,0.0095,4OLM_Aa_4_-1-10,na,5.0,C5
267,0.9988,0.0494,-0.1081,4QL8_Aa_2_00-1,na,1.0,C1
268,1.0012,0.0527,0.0785,4QL8_Aa_3_100,na,2.0,C2
269,0.999,-0.171,-0.0062,4QL8_Aa_4_-100,na,11.0,C11
270,0.9982,0.0106,-0.0593,4REF_Bb_3_0-10,na,8.0,C8
271,0.9983,0.0123,-0.0495,4RZF_Bb_3_0-1-1,na,8.0,C8
272,0.9888,0.0395,0.0215,4S14_Aa_4_0-10,na,4.0,C4
273,0.9888,0.0395,0.0215,4S14_Aa_5_100,na,4.0,C4
274,0.9765,0.2007,0.0079,4S14_Aa_7_000,na,9.0,C9
275,0.958,0.0361,0.1257,4S14_Aa_10_00-1,na,2.0,C2
276,0.9762,0.152,0.0173,4S14_Aa_12_0-1-1,na,9.0,C9
277,0.9987,0.0508,-0.0107,4WLB_Aa_4_-100,na,4.0,C4
278,0.996,-0.009,0.0233,4Y29_Aa_2_101,na,12.0,C12
279,0.949,-0.0465,0.0799,5AVI_Ac_1_000,na,19.0,C19
280,0.947,0.3365,0.0069,5AVI_Ac_2_1-20,na,3.0,C3
281,0.9888,0.0215,0.0197,5AVI_Ac_3_010,na,4.0,C4
282,0.9959,0.0296,0.0147,5AVI_Aa_7_1-12,na,4.0,C4
283,1.0049,0.0256,0.0237,5AVI_Cc_7_1-12,na,4.0,C4
284,0.9879,0.0305,0.0181,5AVL_Aa_4_000,na,4.0,C4
285,0.947,0.3365,0.0069,5AVL_Aa_5_100,na,3.0,C3
286,0.9492,-0.0403,0.0603,5AVL_Aa_7_000,na,19.0,C19
287,0.985,-0.0258,0.0956,5AVL_Aa_16_00-1,na,14.0,C14
288,0.9996,-0.0804,0.0263,5C4T_Aa_2_000,na,0.0,C0
289,0.9996,-0.0804,0.0263,5C4T_Aa_3_00-1,na,0.0,C0
290,0.9781,0.0195,0.0005,5C4T_Aa_10_000,na,4.0,C4
291,0.9656,-0.0678,-0.0834,5C4T_Aa_11_-100,na,17.0,C17
292,0.9499,-0.0446,0.0294,5C4T_Aa_12_010,na,19.0,C19
293,0.9999,0.0444,-0.0874,5CJ6_Aa_2_-10-1,na,16.0,C16
294,1.001,0.0539,0.0816,5CJ6_Aa_3_-1-1-1,na,2.0,C2
295,1.0016,-0.1007,0.0099,5CJ6_Aa_4_-100,na,0.0,C0
296,0.9559,-0.0296,0.1281,5DSH_Aa_2_100,na,6.0,C6
297,1.0049,0.0256,0.0237,5DSH_Aa_4_001,na,4.0,C4
298,0.949,-0.0465,0.0799,5HJS_Ab_1_000,na,19.0,C19
299,0.9499,0.2545,0.0057,5HJS_Ab_2_-1-10,na,9.0,C9
300,0.9899,0.0223,0.0113,5HJS_Ab_3_000,na,4.0,C4
301,0.9961,0.029,0.0295,5HJS_Aa_8_001,na,4.0,C4
302,0.985,-0.0258,0.0956,5HJS_Bb_8_001,na,14.0,C14
303,1.0,0.0449,-0.0006,5IZ0_Bb_2_0-1-1,na,4.0,C4
304,1.0049,0.0256,0.0237,5IZ0_Bg_2_0-10,na,4.0,C4
305,0.9995,0.0459,-0.013,5IZ0_Gg_2_0-10,na,4.0,C4
306,1.0023,0.021,0.0032,5JJM_Ac_1_000,na,4.0,C4
307,0.9753,0.0911,-0.0407,5JJM_Aa_2_-100,na,16.0,C16
308,1.0023,0.021,0.0032,5JJM_Ab_2_-100,na,4.0,C4
309,0.9978,0.0294,-0.064,5JJM_Aa_4_-1-10,na,8.0,C8
310,0.9729,0.1532,-0.0298,5JJM_Bc_1_000,na,9.0,C9
311,1.0023,0.021,0.0032,5JJM_Bd_1_000,na,4.0,C4
312,0.9978,0.0296,-0.0629,5JJM_Bc_3_-100,na,8.0,C8
313,0.9978,0.0296,-0.0629,5JJM_Bc_3_000,na,8.0,C8
314,1.0023,0.021,0.0032,5JJM_Cd_2_-101,na,4.0,C4
315,0.9729,0.1532,-0.0298,5JJM_Dd_2_-101,na,9.0,C9
316,0.9978,0.0296,-0.0629,5JJM_Dd_4_-1-11,na,8.0,C8
317,0.9923,0.0134,0.011,5LWP_Aa_2_000,na,4.0,C4
318,0.9923,0.0134,0.011,5LWP_Aa_3_000,na,4.0,C4
319,0.9668,0.2744,0.0222,5LWP_Aa_4_000,na,3.0,C3
320,0.9647,0.1051,-0.0237,5LWP_Aa_5_000,na,16.0,C16
321,0.979,-0.0295,0.0469,5LWP_Aa_12_0-10,na,12.0,C12
322,0.9939,0.0099,-0.1192,5NI5_Aa_2_-100,na,1.0,C1
323,0.9939,0.0099,-0.1192,5NI5_Aa_3_-1-1-1,na,1.0,C1
324,1.0049,0.0256,0.0237,5NI5_Aa_4_0-1-1,na,4.0,C4
325,0.9976,0.0024,0.0454,5NTW_Ad_1_000,na,12.0,C12
326,0.9985,0.0507,-0.1041,5T8E_Aa_2_00-1,na,1.0,C1
327,1.0049,0.0256,0.0237,5T8E_Aa_3_0-10,na,4.0,C4
328,1.001,-0.1243,0.0033,5T8E_Aa_4_-100,na,5.0,C5
329,0.9979,0.0525,-0.0955,5T8J_Aa_2_00-1,na,16.0,C16
330,1.0049,0.0256,0.0237,5T8J_Aa_3_0-10,na,4.0,C4
331,1.0009,-0.1147,0.0052,5T8J_Aa_4_-100,na,5.0,C5
332,0.9992,0.0484,-0.0944,5V8Q_Aa_2_00-1,na,16.0,C16
333,1.0049,0.0256,0.0237,5V8Q_Aa_3_0-10,na,4.0,C4
334,1.0005,-0.1396,-0.0053,5V8Q_Aa_4_-100,na,5.0,C5
335,0.9988,0.0499,-0.1045,5VO4_Aa_2_010,na,1.0,C1
336,1.001,0.0572,0.0844,5VO4_Aa_3_0-10,na,2.0,C2
337,0.9987,-0.1806,-0.0092,5VO4_Aa_4_-100,na,11.0,C11
338,1.0049,0.0256,0.0237,6A22_Ac_1_000,na,4.0,C4
339,1.0049,0.0256,0.0237,6A22_Aa_2_201,na,4.0,C4
340,0.9912,0.0492,-0.1115,6A22_Ae_2_2-11,na,1.0,C1
341,0.9917,0.0539,-0.1176,6A22_Ae_2_3-11,na,1.0,C1
342,0.9917,0.0454,-0.1138,6A22_Cg_2_3-10,na,1.0,C1
343,0.9912,0.039,-0.1133,6A22_Cg_2_2-10,na,1.0,C1
