index,1,2,3,id,group
72,0.0025,-0.0291,0.0031,2GP7_AD,na
73,0.0024,-0.0283,0.003,2GP7_BC,na
74,0.6853,-0.2901,-0.0018,2GP7_CD,na
75,0.8368,-0.2183,-0.0026,2GPP_AB,na
76,0.0,-0.0009,0.2187,2GPV_AB,na
77,0.5822,-0.3225,-0.0017,2GPV_AD,na
78,0.0002,-0.0021,0.2196,2GPV_AE,na
79,0.0002,-0.0021,0.2196,2GPV_BD,na
80,0.5822,-0.3225,-0.0017,2GPV_BE,na
81,0.5822,-0.3225,-0.0017,2GPV_CF,na
82,0.1383,-0.2334,-0.001,2I0G_AB,na
83,0.979,0.169,0.001,2I0J_AB,na
84,0.979,0.169,0.001,2I0J_CD,na
85,0.9248,-0.0908,-0.0016,2IOK_AB,na
86,0.979,0.169,0.001,2JF9_AB,na
87,0.0,-0.0,0.003,2JF9_AC,na
88,0.8322,-0.162,-0.0019,2JFA_AB,na
89,0.1585,-0.2316,-0.001,2JJ3_AB,na
90,0.3738,-0.6318,-0.0029,2NV7_AB,na
91,0.979,0.169,0.001,2P15_AB,na
92,0.2689,-0.6436,-0.0029,2PJL_AB,na
93,0.979,0.169,0.001,2POG_AB,na
94,0.4657,-0.3615,-0.0015,2Q6J_AB,na
95,0.979,0.169,0.001,2Q70_AB,na
96,0.979,0.169,0.001,2QA6_AB,na
97,0.558,-0.1991,-1e-04,2QA8_AB,na
98,0.9248,-0.0908,-0.0016,2QAB_AB,na
99,0.979,0.169,0.001,2QE4_AB,na
100,0.9248,-0.0908,-0.0016,2QGT_AB,na
101,0.9248,-0.0908,-0.0016,2QGW_AB,na
102,0.979,0.169,0.001,2QH6_AB,na
103,0.979,0.169,0.001,2QR9_AB,na
104,0.979,0.169,0.001,2QSE_AB,na
105,0.1475,-0.3138,-0.0013,2QTU_AB,na
106,0.0087,-0.0985,0.0007,2QW4_AC,na
107,1e-04,-0.0014,0.0014,2QW4_AD,na
108,0.0068,-0.0334,0.001,2QW4_BD,na
109,0.979,0.169,0.001,2QXM_AB,na
110,0.979,0.169,0.001,2QXS_AB,na
111,0.6518,-0.1403,-1e-04,2QZO_AB,na
112,0.8322,-0.162,-0.0019,2R6W_AB,na
113,0.979,0.169,0.001,2R6Y_AB,na
114,0.1564,-0.4788,-0.0022,2YJD_AB,na
115,0.4974,-0.5387,-0.0036,2YLY_AB,na
116,0.1419,-0.4412,-0.002,2Z4B_AB,na
117,0.4033,-0.5935,-0.0025,2ZY0_AC,na
118,0.5179,-0.4751,-0.0024,3A9E_AB,na
119,0.3129,-0.5518,-0.0024,3D24_AC,na
120,0.9248,-0.0908,-0.0016,3DT3_AB,na
121,0.7814,-0.0289,-0.0,3ERD_AB,na
122,0.8286,0.0656,0.0007,3HLV_AB,na
123,0.979,0.169,0.001,3HM1_AB,na
124,1e-04,-0.0008,0.0236,3KMZ_BA,na
125,0.979,0.169,0.001,3L03_AB,na
126,0.0,-0.0,0.0024,3L0L_AB,na
127,0.2398,-0.4131,-0.0019,3OLL_AB,na
128,0.1477,-0.4802,-0.0022,3OLS_AB,na
129,0.1414,-0.4631,-0.0022,3OMO_AB,na
130,0.1414,-0.4631,-0.0022,3OMP_AB,na
131,0.1469,-0.47,-0.0022,3OMQ_AB,na
132,0.6426,-0.2868,-0.0015,3OS8_AC,na
133,0.0002,-0.0039,0.718,3OS8_AD,na
134,1e-04,-0.0041,0.9491,3OS8_BC,na
135,0.6518,-0.1403,-1e-04,3OS8_BD,na
136,0.979,0.169,0.001,3OS9_AC,na
137,0.0002,-0.0036,0.5555,3OS9_AD,na
138,1e-04,-0.0041,0.949,3OS9_BC,na
139,0.979,0.169,0.001,3OS9_BD,na
140,0.6518,-0.1403,-1e-04,3OSA_AC,na
141,1e-04,-0.0041,0.949,3OSA_AD,na
142,0.0002,-0.0039,0.7179,3OSA_BC,na
143,0.6518,-0.1403,-1e-04,3OSA_BD,na
144,0.4527,-0.6105,-0.0028,3OZJ_AC,na
145,0.1848,-0.4848,-0.0015,3P0U_AB,na
146,0.0006,-0.0062,0.0108,3PLZ_AB,na
147,0.9248,-0.0908,-0.0016,3Q95_AB,na
148,0.8368,-0.2183,-0.0026,3R29_AB,na
149,0.5797,-0.3935,-0.0029,3R2A_AB,na
150,1e-04,-0.0015,0.2655,3R2A_AC,na
151,1e-04,-0.0019,0.2143,3R2A_AD,na
152,1e-04,-0.002,0.3298,3R2A_BC,na
153,1e-04,-0.0015,0.2655,3R2A_BD,na
154,0.8368,-0.2183,-0.0026,3R2A_CD,na
155,0.383,-0.6116,-0.0031,3R5M_AC,na
156,0.9248,-0.0908,-0.0016,3UU7_AB,na
157,0.6759,0.0075,0.0006,3UUA_AB,na
158,0.979,0.169,0.001,3UUC_AB,na
159,1e-04,-0.0005,0.0032,3UUC_BC,na
160,1e-04,-0.0014,0.0544,3UUC_BD,na
161,0.0,-0.0,0.0005,3UUC_CD,na
162,0.8368,-0.2183,-0.0026,3UUD_AB,na
163,0.5078,0.0021,1e-04,4DK7_AC,na
164,0.6542,-0.2161,-0.0016,4DK8_AC,na
165,0.444,-0.4328,-0.0015,4DM6_AB,na
166,0.5822,-0.3225,-0.0017,4DM8_AB,na
167,0.9248,-0.0908,-0.0016,4DMA_AB,na
168,0.8368,-0.2183,-0.0026,4DQM_AC,na
169,0.9248,-0.0908,-0.0016,4IU7_AB,na
170,0.4136,-0.1084,-0.0005,4IUI_AB,na
171,0.4009,-0.4747,-0.0027,4IV2_AB,na
172,0.3033,-0.4955,-0.0022,4IV4_AB,na
173,0.7586,-0.3356,-0.0028,4IVW_AB,na
174,0.5305,-0.407,-0.0024,4IVY_AB,na
175,0.8368,-0.2183,-0.0026,4IW6_AB,na
176,0.5639,-0.4774,-0.0033,4IW8_AB,na
177,0.979,0.169,0.001,4IWC_AB,na
178,0.7047,-0.0849,1e-04,4IWF_AB,na
179,0.2559,-0.6348,-0.0031,4J24_AB,na
180,0.0,-0.0,0.0011,4J24_AC,na
181,0.1864,-0.5111,-0.0028,4J24_CD,na
182,0.3301,-0.5968,-0.0026,4J26_AB,na
183,0.9248,-0.0908,-0.0016,4JYI_AB,na
184,0.5371,-0.4534,-0.0028,4MG6_AB,na
185,0.5371,-0.4534,-0.0028,4MG7_AB,na
186,0.8368,-0.2183,-0.0026,4MG8_AB,na
187,0.9248,-0.0908,-0.0016,4MG9_AB,na
188,0.8286,0.0656,0.0007,4MGA_AB,na
189,0.979,0.169,0.001,4MGB_AB,na
190,0.979,0.169,0.001,4MGC_AB,na
191,0.7908,-0.1755,-0.0017,4MGD_AB,na
192,1e-04,-0.0031,0.2048,4NB6_AB,na
193,0.0002,-0.002,0.0154,4ONI_AB,na
194,0.0,-0.0004,0.0057,4PLE_AC,na
195,0.0879,-0.0596,0.1498,4PLE_AE,na
196,0.124,-0.0676,0.0398,4PLE_AG,na
197,1e-04,-0.0007,0.0012,4PLE_CG,na
198,0.979,0.169,0.001,4PP6_AB,na
199,0.979,0.169,0.001,4PPP_AB,na
200,0.979,0.169,0.001,4PPS_AB,na
201,0.979,0.169,0.001,4PXM_AB,na
202,0.979,0.169,0.001,4Q13_AB,na
203,0.0,-0.0003,0.003,4Q50_AB,na
204,0.0002,-0.0026,0.1263,4Q50_AD,na
205,0.6518,-0.1403,-1e-04,4Q50_AF,na
206,0.0002,-0.0026,0.1263,4Q50_BC,na
207,0.536,-0.1262,0.0005,4Q50_BE,na
208,0.0,-0.0003,0.0028,4Q50_CD,na
209,0.5988,-0.1154,0.0003,4Q50_CG,na
210,0.8585,0.0667,0.0004,4Q50_DH,na
211,0.0,-0.0002,0.0014,4Q50_EF,na
212,1e-04,-0.0038,0.2541,4QM0_AC,na
213,0.0,-0.0,0.0054,4RZG_BA,na
214,0.979,0.169,0.001,4TUZ_AB,na
215,0.979,0.169,0.001,4TV1_AB,na
216,1e-04,-0.0038,0.2552,4WQP_AB,na
217,0.979,0.169,0.001,4XI3_AC,na
218,0.979,0.169,0.001,4XI3_BD,na
219,1e-04,-0.0015,0.2508,4ZJR_AB,na
220,1e-04,-0.0039,0.256,4ZJR_AC,na
221,1e-04,-0.0039,0.2533,4ZJR_BD,na
222,1e-04,-0.0015,0.2509,4ZJR_CD,na
223,0.8368,-0.2183,-0.0026,4ZN7_AB,na
224,0.4619,-0.2261,-1e-04,4ZN9_AB,na
225,0.979,0.169,0.001,4ZNH_AB,na
226,0.979,0.169,0.001,4ZNS_AB,na
227,0.979,0.169,0.001,4ZNT_AB,na
228,0.9248,-0.0908,-0.0016,4ZNU_AB,na
229,0.3721,-0.5104,-0.0037,4ZNV_AB,na
230,0.758,-0.2156,-0.0019,4ZNW_AB,na
231,1e-04,-0.0038,0.2571,4ZOM_AB,na
232,1e-04,-0.0016,0.2895,4ZOM_AD,na
233,1e-04,-0.0015,0.2509,4ZOM_BC,na
234,1e-04,-0.0038,0.2548,4ZOM_CD,na
235,0.9248,-0.0908,-0.0016,5AAU_AB,na
236,0.4657,-0.3615,-0.0015,5AAV_AB,na
237,0.9248,-0.0908,-0.0016,5AK2_AB,na
238,1e-04,-0.0038,0.2547,5APK_AB,na
239,1e-04,-0.0033,0.2251,5AYG_AB,na
240,0.979,0.169,0.001,5DI7_AB,na
241,0.979,0.169,0.001,5DID_AB,na
242,0.979,0.169,0.001,5DIE_AB,na
243,0.979,0.169,0.001,5DIG_AB,na
244,0.6599,-0.046,0.0002,5DK9_AB,na
245,0.979,0.169,0.001,5DKB_AB,na
246,0.5772,-0.2375,-0.0012,5DKE_AB,na
247,0.979,0.169,0.001,5DKG_AB,na
248,0.7814,-0.0289,-0.0,5DKS_AB,na
249,0.7814,-0.0289,-0.0,5DL4_AB,na
250,0.8368,-0.2183,-0.0026,5DLR_AB,na
251,0.979,0.169,0.001,5DMC_AB,na
252,0.979,0.169,0.001,5DMF_AB,na
253,0.8259,0.1104,0.001,5DP0_AB,na
254,0.9248,-0.0908,-0.0016,5DRJ_AB,na
255,0.979,0.169,0.001,5DRM_AB,na
256,0.979,0.169,0.001,5DTV_AB,na
257,0.979,0.169,0.001,5DU5_AB,na
258,0.979,0.169,0.001,5DUE_AB,na
259,0.979,0.169,0.001,5DUG_AB,na
260,0.979,0.169,0.001,5DUH_AB,na
261,0.979,0.169,0.001,5DVS_AB,na
262,0.4619,-0.2261,-1e-04,5DVV_AB,na
263,0.979,0.169,0.001,5DWE_AB,na
264,0.7814,-0.0289,-0.0,5DWG_AB,na
265,0.979,0.169,0.001,5DWI_AB,na
266,0.979,0.169,0.001,5DWJ_AB,na
267,0.8259,0.1104,0.001,5DX3_AB,na
268,0.979,0.169,0.001,5DXB_AB,na
269,0.979,0.169,0.001,5DXE_AB,na
270,0.979,0.169,0.001,5DXG_AB,na
271,0.979,0.169,0.001,5DXK_AB,na
272,0.979,0.169,0.001,5DXM_AB,na
273,0.8675,0.0548,0.0003,5DXP_AB,na
274,0.979,0.169,0.001,5DXQ_AB,na
275,0.979,0.169,0.001,5DXR_AB,na
276,0.3436,-0.51,-0.0028,5DY8_AB,na
277,0.3191,-0.4896,-0.0027,5DYB_AB,na
278,0.758,-0.2156,-0.0019,5DYD_AB,na
279,0.3094,-0.5199,-0.0023,5DZ0_AB,na
280,0.2525,-0.4806,-0.003,5DZ1_AB,na
281,0.2458,-0.5002,-0.0025,5DZ3_AB,na
282,0.4568,-0.5114,-0.0032,5DZH_AB,na
283,0.9248,-0.0908,-0.0016,5DZI_AB,na
284,0.4009,-0.4747,-0.0027,5E0W_AB,na
285,0.979,0.169,0.001,5E0X_AB,na
286,0.9248,-0.0908,-0.0016,5E14_AB,na
287,0.4129,-0.5164,-0.0024,5E15_AB,na
288,0.9248,-0.0908,-0.0016,5E19_AB,na
289,0.9248,-0.0908,-0.0016,5E1C_AB,na
290,0.9248,-0.0908,-0.0016,5EGV_AB,na
291,0.5585,-0.4799,-0.0033,5EHJ_AB,na
292,0.979,0.169,0.001,5EI1_AB,na
293,0.8368,-0.2183,-0.0026,5EIT_AB,na
294,0.0027,-0.0148,0.0004,5ETH_AB,na
295,0.9248,-0.0908,-0.0016,5HYR_AB,na
296,0.4215,-0.4855,-0.0028,5I4V_AB,na
297,0.0002,-0.003,0.0874,5I4V_BE,na
298,0.3544,-0.4757,-0.0025,5I4V_EF,na
299,1e-04,-0.0018,0.0005,5IXK_AB,na
300,0.0,-1e-04,0.0034,5IZ0_AB,na
301,0.0,-1e-04,0.0028,5IZ0_AG,na
302,0.0,-1e-04,0.004,5IZ0_DG,na
303,0.6542,-0.2161,-0.0016,5JMM_AB,na
304,1e-04,-0.0038,0.2567,5K38_AB,na
305,0.0,-0.0014,0.3822,5K3L_AB,na
306,0.1157,-0.2659,0.0002,5K3L_BD,na
307,0.0,-0.0014,0.3822,5K3L_CD,na
308,0.0,-0.0003,0.0194,5K3M_AB,na
309,0.0,-0.0014,0.3822,5K3N_AB,na
310,0.125,-0.2708,0.0003,5K3N_BD,na
311,0.0,-0.0014,0.3822,5K3N_CD,na
312,0.0002,-0.002,0.1356,5K6E_AB,na
313,1e-04,-0.0038,0.2537,5K74_AB,na
314,0.979,0.169,0.001,5KCC_AB,na
315,0.758,-0.2156,-0.0019,5KCD_AB,na
316,0.4657,-0.3615,-0.0015,5KCE_AB,na
317,0.979,0.169,0.001,5KCF_AB,na
318,0.9248,-0.0908,-0.0016,5KCT_AB,na
319,0.9248,-0.0908,-0.0016,5KCU_AB,na
320,0.9248,-0.0908,-0.0016,5KCW_AB,na
321,0.9248,-0.0908,-0.0016,5KD9_AB,na
322,0.8368,-0.2183,-0.0026,5KR9_AB,na
323,0.979,0.169,0.001,5KRA_AB,na
324,1e-04,-0.0008,0.0007,5KRA_AE,na
325,0.0,-0.0002,0.0017,5KRA_BE,na
326,0.979,0.169,0.001,5KRA_EF,na
327,0.979,0.169,0.001,5KRC_AB,na
328,0.3858,-0.5075,-0.0024,5KRF_AB,na
329,0.979,0.169,0.001,5KRH_AB,na
330,0.979,0.169,0.001,5KRI_AB,na
331,0.9248,-0.0908,-0.0016,5KRJ_AB,na
332,0.979,0.169,0.001,5KRK_AB,na
333,0.979,0.169,0.001,5KRL_AB,na
334,0.979,0.169,0.001,5KRM_AB,na
335,0.979,0.169,0.001,5KRO_AB,na
336,1e-04,-0.0024,0.1644,5M96_AB,na
337,0.383,-0.6116,-0.0031,5MK4_AC,na
338,0.0,-0.0,0.0023,5NTI_AB,na
339,0.0,-0.0,0.0013,5NTI_AC,na
340,0.0,-1e-04,0.0032,5NTI_CD,na
341,0.0,-0.0,0.0023,5NTN_AB,na
342,0.0,-0.0,0.0025,5NTN_CD,na
343,1e-04,-0.0031,0.2059,5NTQ_AB,na
344,0.0,-0.0,0.0024,5NTW_AC,na
345,0.0074,-0.0278,0.0007,5NTW_AD,na
346,1e-04,-0.0007,0.0328,5NTW_BD,na
347,0.979,0.169,0.001,5T1Z_AB,na
348,0.979,0.169,0.001,5T92_AB,na
349,0.8322,-0.162,-0.0019,5TLD_AB,na
350,0.7492,-0.3494,-0.0027,5TLF_AB,na
351,0.979,0.169,0.001,5TLG_AB,na
352,0.979,0.169,0.001,5TLL_AB,na
353,0.4376,-0.5083,-0.0023,5TLM_AB,na
354,0.979,0.169,0.001,5TLO_AB,na
355,0.979,0.169,0.001,5TLP_AB,na
356,0.4319,-0.4921,-0.0028,5TLT_AB,na
357,0.979,0.169,0.001,5TLU_AB,na
358,0.979,0.169,0.001,5TLV_AB,na
359,0.979,0.169,0.001,5TLX_AB,na
360,0.979,0.169,0.001,5TLY_AB,na
361,0.979,0.169,0.001,5TM1_AB,na
362,0.8259,0.1104,0.001,5TM2_AB,na
363,0.979,0.169,0.001,5TM3_AB,na
364,0.979,0.169,0.001,5TM4_AB,na
365,0.979,0.169,0.001,5TM5_AB,na
366,0.8368,-0.2183,-0.0026,5TM6_AB,na
367,0.9248,-0.0908,-0.0016,5TM7_AB,na
368,0.979,0.169,0.001,5TM8_AB,na
369,0.979,0.169,0.001,5TM9_AB,na
370,0.9248,-0.0908,-0.0016,5TML_AB,na
371,0.9248,-0.0908,-0.0016,5TMM_AB,na
372,0.9248,-0.0908,-0.0016,5TMO_AB,na
373,0.8368,-0.2183,-0.0026,5TMQ_AB,na
374,0.9248,-0.0908,-0.0016,5TMR_AB,na
375,0.979,0.169,0.001,5TMS_AB,na
376,0.3023,-0.4582,-0.0031,5TMT_AB,na
377,0.8368,-0.2183,-0.0026,5TMU_AB,na
378,0.7492,-0.3494,-0.0027,5TMV_AB,na
379,0.979,0.169,0.001,5TMW_AB,na
380,0.979,0.169,0.001,5TMZ_AB,na
381,0.979,0.169,0.001,5TN1_AB,na
382,0.9248,-0.0908,-0.0016,5TN3_AB,na
383,0.979,0.169,0.001,5TN4_AB,na
384,0.9248,-0.0908,-0.0016,5TN5_AB,na
385,0.979,0.169,0.001,5TN6_AB,na
386,0.979,0.169,0.001,5TN7_AB,na
387,0.7814,-0.0289,-0.0,5TN8_AB,na
388,0.979,0.169,0.001,5TN9_AB,na
389,1e-04,-0.0041,0.9491,5TN9_AD,na
390,1e-04,-0.0041,0.9491,5TN9_BC,na
391,0.9248,-0.0908,-0.0016,5TN9_CD,na
392,0.979,0.169,0.001,5TNB_AB,na
393,1e-04,-0.0041,0.9491,5TNB_AD,na
394,1e-04,-0.0041,0.9491,5TNB_BC,na
395,0.9248,-0.0908,-0.0016,5TNB_CD,na
396,0.1908,-0.6063,-0.0032,5TOA_AB,na
397,0.9248,-0.0908,-0.0016,5U2B_AB,na
398,1e-04,-0.0023,0.1457,5U2B_AC,na
399,1e-04,-0.0022,0.1407,5U2B_BF,na
400,0.979,0.169,0.001,5U2B_CD,na
401,0.979,0.169,0.001,5U2B_EF,na
402,0.3407,-0.4628,-0.003,5U2D_AB,na
403,0.979,0.169,0.001,5UFW_AB,na
404,0.979,0.169,0.001,5UFX_AB,na
405,1e-04,-0.0035,0.2059,5W4R_AB,na
406,1e-04,-0.0012,0.0698,5W4V_AB,na
407,1e-04,-0.0015,0.0734,5W4V_AC,na
408,0.0862,-0.115,0.0022,5W4V_AD,na
409,1e-04,-0.0012,0.0712,5W4V_CF,na
410,1e-04,-0.0012,0.0712,5W4V_DE,na
411,0.979,0.169,0.001,5W9C_AB,na
412,0.0,-0.0005,0.004,5W9C_AC,na
413,0.979,0.169,0.001,5W9C_CD,na
414,0.6243,-0.0601,0.0003,5W9D_AB,na
415,0.979,0.169,0.001,5WGD_AB,na
416,0.979,0.169,0.001,5WGQ_AB,na
417,0.1366,-0.2092,0.0847,5X8X_CG,na
418,0.0,-0.0005,0.0123,5Y41_AB,na
419,0.0,-0.0002,0.0008,5YD6_AC,na
420,0.0,-0.0008,0.0101,5YD6_BD,na
421,0.0866,0.0082,0.0006,5YD6_CD,na
422,1e-04,-0.0006,0.0031,5YSO_AB,na
423,0.4761,-0.4076,-0.0022,5YSO_BC,na
424,1e-04,-0.0034,0.2,5ZA1_AB,na
425,0.0,-0.0004,0.0023,6A5Z_DL,na
426,1e-04,-0.0006,0.0031,6A6K_AB,na
427,0.6769,-0.2307,-0.0022,6A6K_BC,na
428,0.0002,-0.0036,0.2015,6B30_AB,na
429,0.0002,-0.0036,0.1985,6B31_AB,na
430,1e-04,-0.0036,0.2473,6B33_AB,na
431,1e-04,-0.0033,0.2231,6BN6_AB,na
432,1e-04,-0.0033,0.2242,6BR2_AB,na
433,1e-04,-0.0033,0.226,6BR3_AB,na
434,0.979,0.169,0.001,6C42_AB,na
435,0.979,0.169,0.001,6CBZ_AB,na
436,0.979,0.169,0.001,6CZN_AB,na
437,0.979,0.169,0.001,6D0F_AB,na
438,0.0669,-0.0601,0.1288,6DDA_AC,na
439,1e-04,-0.0017,0.0078,6DDA_BA,na
440,0.979,0.169,0.001,6DF6_AB,na
441,1e-04,-0.0041,0.9492,6DF6_AD,na
442,1e-04,-0.0041,0.9492,6DF6_BC,na
443,0.979,0.169,0.001,6DF6_CD,na
444,0.979,0.169,0.001,6DFN_AB,na
445,1e-04,-0.0041,0.9492,6DFN_AD,na
446,1e-04,-0.0041,0.9492,6DFN_BC,na
447,0.979,0.169,0.001,6DFN_CD,na
448,1e-04,-0.0032,0.2195,6E3E_AB,na
449,0.0045,-0.0183,0.1022,6E3G_AB,na
450,1e-04,-0.0038,0.2543,6FGQ_AB,na
451,0.0,-0.0005,0.0119,6FZU_AB,na
452,0.0,-0.0005,0.0119,6G05_AB,na
453,1e-04,-0.0007,0.0328,6G07_BD,na
454,0.0045,-0.0227,-1e-04,6J1L_AB,na
455,0.3364,-0.6927,-0.0042,6JNR_AB,na
456,0.5822,-0.3225,-0.0017,6KNR_AB,na
457,0.4906,-0.5571,-0.0026,6LB5_AC,na
458,0.3224,-0.5546,-0.0024,6LIT_AB,na
459,1e-04,-0.0038,0.2566,6NWT_AC,na
460,1e-04,-0.0031,0.2107,6O98_AB,na
461,0.9248,-0.0908,-0.0016,6OWC_AB,na
462,0.0,-0.0005,0.002,6P9F_AB,na
463,0.0002,-0.0034,0.5881,6PET_AC,na
464,0.979,0.169,0.001,6PET_CB,na
465,0.979,0.169,0.001,6PET_DA,na
466,1e-04,-0.0033,0.6873,6PET_DB,na
467,1e-04,-0.0014,0.023,6PET_DC,na
468,0.979,0.169,0.001,6PFM_DA,na
469,0.6518,-0.1403,-1e-04,6PIT_AB,na
470,0.979,0.169,0.001,6PSJ_AB,na
471,1e-04,-0.0027,0.1441,6Q2W_AB,na
472,0.0184,-0.2079,-0.001,6S4U_AB,na
473,0.979,0.169,0.001,6SBO_AB,na
474,0.5332,-0.2928,-0.0012,6SQ0_AB,na
475,0.7461,-0.2002,-0.0013,6SUO_AB,na
476,0.979,0.169,0.001,6V87_AB,na
477,0.979,0.169,0.001,6V8T_AB,na
478,0.979,0.169,0.001,6VGH_AB,na
479,0.979,0.169,0.001,6VJD_AB,na
480,0.0,-0.0005,0.004,6VJD_AC,na
481,0.979,0.169,0.001,6VJD_CD,na
482,0.0,-0.0,0.0005,6VPF_AC,na
483,0.0,-0.0002,0.017,6VPF_BA,na
484,0.0,-0.0005,0.004,6VPF_BC,na
485,0.979,0.169,0.001,6VPF_BD,na
486,1e-04,-0.0032,0.2125,6VSW_AB,na
487,1e-04,-0.0041,0.9492,6WOK_AC,na
488,0.979,0.169,0.001,6WOK_CB,na
489,0.979,0.169,0.001,6WOK_DA,na
490,1e-04,-0.0041,0.9492,6WOK_DB,na
491,1e-04,-0.0038,0.251,6XFV_AB,na
492,0.9248,-0.0908,-0.0016,6ZOQ_AB,na
493,0.979,0.169,0.001,6ZOR_AB,na
494,0.5553,-0.3401,-0.0016,6ZOS_AB,na
495,0.3364,-0.6927,-0.0042,7A79_AB,na
496,0.4849,-0.4584,-0.0021,7AOS_AB,na
497,0.8368,-0.2183,-0.0026,7APO_AB,na
498,0.4527,-0.6105,-0.0028,7BK4_AC,na
499,0.383,-0.6116,-0.0031,7CFO_AB,na
500,1e-04,-0.0023,0.0948,7CFO_AC,na
501,1e-04,-0.0023,0.097,7CFO_BD,na
502,0.979,0.169,0.001,7CFO_CD,na
503,0.2988,-0.5237,-0.0023,7E2E_AB,na
504,0.0,-0.0002,0.0142,7JH2_AB,na
505,0.979,0.169,0.001,7JHD_AB,na
506,0.979,0.169,0.001,7KBS_AB,na
507,1e-04,-0.0041,0.9492,7MSA_AB,na
508,0.979,0.169,0.001,7MSA_CB,na
509,0.979,0.169,0.001,7MSA_DA,na
510,1e-04,-0.0041,0.9492,7MSA_DC,na
511,0.979,0.169,0.001,7N9O_AB,na
512,0.0,-0.0005,0.004,7N9O_AC,na
513,0.979,0.169,0.001,7N9O_CD,na
514,0.9248,-0.0908,-0.0016,7NDO_AB,na
515,0.5332,-0.2928,-0.0012,7NEL_AB,na
516,0.5332,-0.2928,-0.0012,7NFB_AB,na
517,0.383,-0.6116,-0.0031,7NKE_AC,na
